the_geom,name,bin,doitt_id,shape_area,base_bbl,objectid,construction_year,feature_code,geometry_source,ground_elevation,height_roof,last_edited_date,last_status_type,map_pluto_bbl,length,geometry
"MULTIPOLYGON (((-73.992868444661 40.717005097616, -73.992874317345 40.71699343277, -73.992847838126 40.716985714656, -73.992841965438 40.716997380402, -73.992784616293 40.716980664253, -73.99279048899 40.716968999411, -73.992763403847 40.71696110564, -73.992757531147 40.716972770481, -73.992683898541 40.716951308468, -73.992710091932 40.716899281347, -73.992783074758 40.716920553295, -73.99278853053 40.716933746112, -73.992911809009 40.716969677822, -73.992928648818 40.716962983563, -73.992934885766 40.716964801176, -73.993001958424 40.716984350846, -73.992986377698 40.717015298635, -73.99294410725 40.717002978874, -73.992933494769 40.717024057367, -73.992868444661 40.717005097616)))",,1003967,248335,"230,78515625",1003060031,441.113,1.91,2.1,Photogrammetric,41.0,"76,26",2017 Aug 22 07:34:54 PM,constructed,1003060031,"94,80047931469",POINT (-73.992835 40.716966)
"MULTIPOLYGON (((-74.00293217933 40.705526680459, -74.002965620071 40.705505848967, -74.002996387541 40.705534449319, -74.002996718893 40.705534962602, -74.002997040778 40.705535494796, -74.002997321248 40.705536026991, -74.002997581602 40.705536576297, -74.002997830123 40.705537124702, -74.002998043144 40.705537674008, -74.002998234867 40.705538242226, -74.002998400556 40.705538799638, -74.002998541397 40.705539375962, -74.002998649104 40.705539944182, -74.002998731962 40.705540520508, -74.00299880062 40.705541096833, -74.002998837329 40.70554167316, -74.002998837355 40.705542257592, -74.002998825548 40.705542833919, -74.002998779425 40.705543410248, -74.002998707269 40.705543986577, -74.002998613813 40.705544563808, -74.002998494323 40.705545128432, -74.002998339335 40.705545705664, -74.002998163046 40.705546264886, -74.002997960724 40.705546822308, -74.002997747753 40.705547382432, -74.002997488631 40.705547920044, -74.002997217676 40.705548461258, -74.002996921871 40.705549001573, -74.002996601216 40.705549522978, -74.002996258078 40.705550036278, -74.002995890089 40.705550541475, -74.002995490151 40.705551038568, -74.002995076012 40.705551523954, -74.00299465004 40.705552002137, -74.002994188568 40.705552468614, -74.002993715262 40.705552918882, -74.002993218289 40.705553352041, -74.002992695283 40.705553775295, -74.002992165176 40.705554189544, -74.002991609035 40.705554584884, -74.002991029228 40.705554963113, -74.002990448236 40.705555334139, -74.002989835295 40.705555685355, -74.002989218802 40.70555601766, -74.002988579826 40.70555634186, -74.002987926649 40.705556638146, -74.002987267555 40.705556926327, -74.002986593077 40.705557186592, -74.002985903215 40.705557439654, -74.002985207436 40.705557675606, -74.002984497456 40.705557880941, -74.002983786292 40.705558079072, -74.002983055011 40.705558251989, -74.002982318995 40.705558403294, -74.002981586529 40.705558540191, -74.002980839862 40.705558655476, -74.002980093194 40.705558754551, -74.002979335876 40.705558836517, -74.002978578556 40.705558891468, -74.002977821236 40.705558927508, -74.002977053265 40.705558943737, -74.002976295943 40.705558943757, -74.002975537436 40.705558927567, -74.002974780112 40.70555888076, -74.002974022788 40.705558817744, -74.002973265462 40.705558737618, -74.002972522335 40.705558639482, -74.002971775657 40.705558513429, -74.002971044362 40.705558378372, -74.002970308333 40.705558213597, -74.002969586502 40.705558035314, -74.002968865854 40.705557838121, -74.002968154672 40.705557621116, -74.002967469521 40.705557387901, -74.00296678082 40.705557134875, -74.002966106318 40.705556863838, -74.002965446016 40.705556575692, -74.002964808195 40.705556270435, -74.00296416564 40.705555947168, -74.002963552667 40.705555604089, -74.002962946794 40.705555252004, -74.00293217933 40.705526680459)))",,1087301,527428,"33,1171875",1000730008,112.279,1.9,2.1,Photogrammetric,1.0,"16,32499529",2015 Jan 01 12:00:00 AM,constructed,1000730008,"22,3580255555",POINT (-74.002969 40.705534)
"MULTIPOLYGON (((-73.993113714204 40.713515344504, -73.99312926763 40.713625983074, -73.993140716318 40.713707421439, -73.993058530217 40.71371411091, -73.993054511796 40.713685522156, -73.993037920175 40.713567502028, -73.993029763931 40.713509484333, -73.993111949783 40.713502794881, -73.993113714204 40.713515344504)))",,1003535,166484,"278,09375",1002820025,693.282,1.91,2.1,Photogrammetric,36.0,"52,68",2017 Aug 22 05:54:33 PM,constructed,1002820025,"78,84759260997",POINT (-73.993085 40.713608)
"MULTIPOLYGON (((-73.998952786853 40.719468199747, -73.998987271779 40.719425693283, -73.999095174183 40.719292691557, -73.999303980287 40.71939075674, -73.999348102066 40.719411477732, -73.999436233268 40.719452866533, -73.999423732366 40.719466384027, -73.999395971634 40.719496401484, -73.999279952689 40.719621851762, -73.99902372201 40.719501513834, -73.998952786853 40.719468199747), (-73.999272212936 40.719442776304, -73.999177661094 40.719396059914, -73.999149787808 40.719428717606, -73.999244339677 40.719475434019, -73.999272212936 40.719442776304)))",,1003058,594154,"1.252,28125",1002340017,115.618,1.915,2.1,Photogrammetric,20.0,"75,68979088",2017 Aug 22 05:38:02 PM,constructed,1002340017,"184,63543187304",POINT (-73.99919 40.71946)
"MULTIPOLYGON (((-73.998436262985 40.712519016534, -73.998398076845 40.712523439319, -73.99834304439 40.712529813257, -73.998319227073 40.712459567667, -73.998421992394 40.712447666167, -73.998436262985 40.712519016534)))",,1077099,256316,"116,94921875",1002790023,124.508,1.89,2.1,Photogrammetric,17.0,"54,44",2017 Aug 22 05:37:52 PM,constructed,1002790023,"43,31994040034",POINT (-73.99838 40.712488)
"MULTIPOLYGON (((-73.9902007735 40.713160207982, -73.990362070457 40.713145675646, -73.990437128217 40.713138912764, -73.990437132947 40.713138944282, -73.990468875859 40.713136085091, -73.990479468666 40.713204175384, -73.990378225447 40.713213296347, -73.990369767208 40.713214058372, -73.990211373133 40.713228328918, -73.9902007735 40.713160207982)))",,1003258,722500,"302,7421875",1002730026,17.518,1.91,2.1,Photogrammetric,27.0,"52,04",2017 Aug 22 05:46:47 PM,constructed,1002730026,"80,25651766112",POINT (-73.99034 40.713182)
"MULTIPOLYGON (((-73.992583883448 40.715446892356, -73.992684258399 40.715257230561, -73.992718574848 40.715267747997, -73.992750892463 40.715277652949, -73.992718633387 40.71533859296, -73.992673807709 40.715423271419, -73.992666677417 40.715421086327, -73.992660909067 40.715431983036, -73.992674048925 40.715436010055, -73.992656850402 40.715468526392, -73.992583883448 40.715446892356)))",,1003897,808650,"241,984375",1003000029,995.837,1.9,2.1,Photogrammetric,43.0,"75,91",2017 Aug 22 05:26:52 PM,constructed,1003000029,"79,08302439458",POINT (-73.992667 40.715363)
"MULTIPOLYGON (((-74.012707666219 40.719899645909, -74.012690472096 40.719897559523, -74.012702655342 40.719839446473, -74.012656089102 40.719833788296, -74.012665596378 40.719788440271, -74.012816120197 40.719806707564, -74.012829976559 40.719808389074, -74.01283596319 40.719809116018, -74.01282172136 40.719877050273, -74.012818844035 40.719876701196, -74.012814572898 40.719897072106, -74.012811394376 40.719912234346, -74.012707666219 40.719899645909)))",,1088456,1111102,"248,453125",1001840005,1.066.530,1.94,2.1,Other (Manual),6.0,26,2017 Aug 22 07:07:26 PM,constructed,1001840005,"69,18788689029",POINT (-74.012752 40.719847)
"MULTIPOLYGON (((-73.994413551537 40.717932188842, -73.994410318784 40.717938360782, -73.994405586251 40.717947397171, -73.994342684162 40.718067486131, -73.994280254155 40.718186671867, -73.994195301904 40.718160911226, -73.994226354827 40.718101628604, -73.994230960736 40.718092835353, -73.994273085034 40.718012414696, -73.994286610338 40.71798659414, -73.994324930003 40.717913437689, -73.994328600742 40.7179064292, -73.994339015581 40.717909587801, -73.994361861954 40.717916515646, -73.99441237858 40.717820070768, -73.994464070466 40.717835744843, -73.994440905026 40.717879969582, -73.994429967423 40.717900849182, -73.994413551537 40.717932188842)))",,1003934,243767,"504,06640625",1003040020,88.114,1.9,2.1,Photogrammetric,35.0,"34,29",2017 Aug 22 06:05:54 PM,constructed,1003040020,"131,28135222003",POINT (-73.994325 40.718015)
"MULTIPOLYGON (((-74.004363903523 40.712487311581, -74.004380530078 40.712475774505, -74.004400783444 40.712475773732, -74.004412470249 40.712481047576, -74.004413199394 40.712501127138, -74.004400350555 40.712515379114, -74.0043774841 40.712514717211, -74.004363762709 40.712505603662, -74.004363903523 40.712487311581)))",,1091024,1300107,"26,91796875",1001210998,1.087.104,1.99,2.1,Photogrammetric,40.0,20,2023 Jul 13 04:03:43 PM,constructed,1001210998,"19,02773241895",POINT (-74.004389 40.712495)
"MULTIPOLYGON (((-73.994805920317 40.71942662706, -73.994625305135 40.719354233081, -73.994653631079 40.719283079702, -73.994826725522 40.719343210155, -73.994970170472 40.719393040825, -73.995023630551 40.719411611662, -73.994969192481 40.719492069863, -73.994937363887 40.719479312745, -73.994805920317 40.71942662706)))",,1006945,382585,"532,52734375",1004700052,287.651,1.9,2.1,Photogrammetric,36.0,"59,01517946",2017 Aug 22 06:56:07 PM,constructed,1004700052,"112,8100948236",POINT (-73.994824 40.719387)
"MULTIPOLYGON (((-73.997479034416 40.714402975984, -73.997509728142 40.714361581982, -73.997631155467 40.714407586224, -73.997771043732 40.714460584061, -73.997741617634 40.714501649471, -73.997595903131 40.71444689278, -73.997479034416 40.714402975984)))",,1001720,105660,"225,14453125",1001620057,485.238,1.92,2.1,Photogrammetric,40.0,"35,22",2017 Aug 22 05:45:52 PM,constructed,1001620057,"78,98365878017",POINT (-73.997625 40.714432)
"MULTIPOLYGON (((-73.998398076845 40.712523439319, -73.998436262985 40.712519016534, -73.998470659739 40.712515033135, -73.998487289252 40.712522731822, -73.998546932377 40.71251582477, -73.998549113219 40.712526727282, -73.998583758492 40.712522715036, -73.998579696177 40.712502405767, -73.998614918955 40.71249832598, -73.998628789892 40.712505656304, -73.998658166467 40.712502253619, -73.998691651949 40.712498375504, -73.998704459327 40.712487955838, -73.998747697537 40.712482948575, -73.998773072882 40.71248000958, -73.998781431526 40.71247904162, -73.998786709673 40.712478430229, -73.998796195262 40.712525852127, -73.998793758514 40.712528411353, -73.998770624193 40.712552698786, -73.998757155435 40.712554258326, -73.998697583304 40.712561158283, -73.998680912326 40.712553964814, -73.998612800464 40.71256185339, -73.998610540328 40.712550554653, -73.998581465507 40.71255392221, -73.998557103153 40.712556743208, -73.998559047335 40.712566462445, -73.998559546693 40.712568958667, -73.998552799884 40.712569740226, -73.998494649033 40.712576475303, -73.99848371383 40.71258592692, -73.998436637625 40.712591378885, -73.998412231463 40.712594206155, -73.998398076845 40.712523439319)))",,1003372,156567,"381,82421875",1002790022,995.413,1.9,2.1,Photogrammetric,19.0,"66,73",2017 Aug 22 05:26:53 PM,constructed,1002790022,"117,04264866922",POINT (-73.998599 40.712536)
"MULTIPOLYGON (((-73.996700060276 40.715562750799, -73.996726147726 40.71552049329, -73.996925596073 40.715591780489, -73.997117356982 40.715660318792, -73.997091269725 40.715702576389, -73.996953993556 40.715653511233, -73.996700060276 40.715562750799)))",,1002432,818323,"329,91015625",1002020029,68.974,1.92,2.1,Photogrammetric,42.0,"50,71",2017 Aug 22 06:06:08 PM,constructed,1002020029,"110,00077498106",POINT (-73.996909 40.715612)
"MULTIPOLYGON (((-73.990905880772 40.714225406946, -73.990889156666 40.714107799839, -73.99097953435 40.714100357931, -73.990999177828 40.71423848969, -73.990908799959 40.714245930713, -73.990905880772 40.714225406946)))",,1003593,198230,"206,48828125",1002830066,894.891,1.91,2.1,Photogrammetric,35.0,"53,04",2017 Aug 22 05:28:04 PM,constructed,1002830066,"61,04824254194",POINT (-73.990944 40.714173)
"MULTIPOLYGON (((-74.005366525255 40.719665984365, -74.00565754846 40.719801467453, -74.005663481924 40.719804229926, -74.005628207 40.719848092793, -74.005560946998 40.719931728219, -74.005376714914 40.719846139905, -74.005373709646 40.719843844646, -74.005371273647 40.719841188256, -74.005369480302 40.719838249075, -74.005368386432 40.719835118053, -74.005368022816 40.719831890642, -74.005366525255 40.719665984365)))",,1002183,743630,"701,60546875",1001910018,191.484,1.95,2.1,Photogrammetric,10.0,"38,49",2017 Aug 22 06:21:18 PM,constructed,1001910018,"111,52654859096",POINT (-74.005492 40.719806)
"MULTIPOLYGON (((-73.998865073715 40.715317451982, -73.998806154081 40.715297104354, -73.9987918955 40.715292180214, -73.99882737997 40.715228481171, -73.998845771254 40.715234832657, -73.998953843196 40.715272155344, -73.999054466417 40.71530690511, -73.99901689919 40.715369884696, -73.998960652952 40.715350460193, -73.998865073715 40.715317451982)))",,1079238,504708,"280,69921875",1001640028,891.192,1.915,2.1,Photogrammetric,30.0,"59,05794091",2017 Aug 22 07:04:13 PM,constructed,1001640028,"75,61022836579",POINT (-73.998923 40.715299)
"MULTIPOLYGON (((-73.993204180319 40.714894229714, -73.99323654289 40.714833226534, -73.993333784117 40.714863094033, -73.993533354471 40.714924390555, -73.993500992128 40.714985392918, -73.993204180319 40.714894229714)))",,1003780,375060,"344,25390625",1002930007,450.519,1.9,2.1,Photogrammetric,43.0,"33,1",2017 Aug 22 06:52:13 PM,constructed,1002930007,"90,6140521696",POINT (-73.993369 40.714909)
"MULTIPOLYGON (((-74.002463506171 40.718931728962, -74.002514028453 40.718867707909, -74.002600631681 40.718907271693, -74.002795766573 40.718996414906, -74.00275058557 40.719053668621, -74.002745244464 40.719060436081, -74.002463506171 40.718931728962)))",,1002309,498624,"401,2265625",1001940040,1.080.493,1.854,2.1,Other (Manual),17.0,42,2020 Jan 28 05:15:17 PM,constructed,1001947505,"95,15250336314",POINT (-74.00263 40.718964)
"MULTIPOLYGON (((-74.010427549503 40.719859013511, -74.010432804339 40.719834974823, -74.010447607275 40.719767267741, -74.010485877619 40.719592216835, -74.010501380611 40.719521303864, -74.010515639361 40.719456080427, -74.010526541561 40.719406214591, -74.010550202615 40.719409209322, -74.010555692729 40.719384093595, -74.010666407651 40.71939810523, -74.010650954536 40.71946879039, -74.010650615102 40.7194703429, -74.010618127497 40.71961893905, -74.010565589264 40.719859254867, -74.010561924039 40.719876019997, -74.010542909608 40.719873613776, -74.010490268106 40.719866951211, -74.010427549503 40.719859013511)))",,1086183,638421,"1.069,06640625",1001420025,57.780,1.975,2.1,Other (Manual),12.0,55,2017 Aug 22 06:53:07 PM,constructed,1001420025,"172,63468603267",POINT (-74.010547 40.719631)
"MULTIPOLYGON (((-73.991158219552 40.715836279591, -73.991146057223 40.715832651401, -73.991153777985 40.715817668402, -73.991169366292 40.715787417851, -73.9910992161 40.715766489091, -73.991097853949 40.715766082856, -73.991108161324 40.715746080614, -73.991109051278 40.715746346334, -73.991274456218 40.715795694348, -73.991326387254 40.715811187051, -73.991292770949 40.71587642199, -73.991262069822 40.715867262374, -73.991158219552 40.715836279591)))",,1003848,798303,"207,515625",1002980012,645.396,1.91,2.1,Photogrammetric,36.0,"63,84",2017 Aug 22 07:29:15 PM,constructed,1002980012,"72,7856644251",POINT (-73.991224 40.715815)
"MULTIPOLYGON (((-74.009879229151 40.716795205019, -74.009892926934 40.716777769062, -74.009914282966 40.716750584421, -74.0099917505 40.716651971844, -74.010029297642 40.716669047657, -74.010069209625 40.716687200261, -74.009970044182 40.716813432521, -74.009956688383 40.716830434411, -74.009879229151 40.716795205019)))",,1001513,199443,"246,19921875",1001410008,997.932,1.915,2.1,Photogrammetric,17.0,"58,39",2017 Aug 22 07:02:11 PM,constructed,1001410008,"69,0789422711",POINT (-74.009974 40.716741)
"MULTIPOLYGON (((-74.006601387015 40.714062268921, -74.006871608965 40.714186783814, -74.006888512073 40.714194573121, -74.006903654954 40.714175547126, -74.006937341534 40.714133219301, -74.006973268619 40.714149774818, -74.007077105285 40.714197621612, -74.00723190723 40.714268952238, -74.007380468743 40.714337406825, -74.007239057281 40.714515091946, -74.006619884674 40.714229784443, -74.006535553917 40.714190925027, -74.006508802764 40.714178598553, -74.006509106878 40.714178216719, -74.006601387015 40.714062268921)))",,1079153,811055,"2.505,6640625",1001350029,451.110,1.91,2.1,Other (Manual),32.0,358,2017 Aug 22 07:16:51 PM,constructed,1001357504,"251,22066452395",POINT (-74.006972 40.714283)
